Stock,RS_Rating,Price,50 SMA,150 SMA,200 SMA,52 Week Low,52 Week High
CAG,51.44639437994784,33.52000045776367,30.17,29.87,29.5,23.99143409729004,34.631080627441406
AAXN,51.442712941150035,86.12999725341797,69.87,69.73,67.81,50.54999923706055,88.9000015258789
COLL,51.417984281411705,21.469999313354492,18.54,18.86,16.97,10.15999984741211,25.450000762939453
SMMT,51.40580549688193,3.4100000858306885,2.75,1.96,1.82,1.2400000095367432,4.400000095367432
BVXV,51.391964554446446,15.640000343322754,8.96,8.05,7.5,5.360000133514404,17.655000686645508
CELH,51.3802793537405,5.090000152587891,4.65,4.63,4.48,3.1700000762939453,6.650000095367432
MRNA,51.33589132033665,59.25,35.84,24.57,22.15,12.260000228881836,59.25
KALA,51.33504493966349,11.300000190734863,8.5,5.98,5.59,3.359999895095825,11.850000381469727
DHT,51.310303613620185,6.71999979019165,6.64,6.7,6.36,4.849290370941162,8.460000038146973
OSG,51.271418940092914,2.4700000286102295,2.23,2.02,1.95,1.5,2.6500000953674316
SLNO,51.0828641772827,3.3499999046325684,2.67,2.39,2.27,1.350000023841858,3.8499999046325684
PDEX,51.075656927266294,17.809999465942383,17.06,16.02,15.61,10.449999809265137,22.25
CDTX,51.014776726501175,3.2200000286102295,2.6,2.67,2.43,1.25,4.260000228881836
WMK,51.013502345292046,55.84000015258789,42.88,39.68,39.19,32.431968688964844,55.84000015258789
CNSL,50.90817894140426,5.659999847412109,5.36,4.64,4.63,3.3299999237060547,7.46999979019165
SQNS,50.88673403199781,5.53000020980835,5.35,4.18,4.05,1.7599999904632568,7.119999885559082
PRVL,50.844397240819724,15.90999984741211,13.65,14.34,13.57,8.050000190734863,18.979999542236328
QGEN,50.83209334128975,42.83000183105469,40.42,36.92,36.38,25.40999984741211,43.099998474121094
WMGI,50.828961041445105,29.8700008392334,28.65,28.21,26.77,19.40999984741211,32.5
ETSY,50.82368140222254,80.70999908447266,54.09,50.25,51.79,31.690000534057617,80.70999908447266
AKBA,50.72619329729463,11.979999542236328,7.68,6.62,6.04,3.1600000858306885,11.979999542236328
TBIO,50.71429816827219,14.5,10.24,9.18,9.18,7.010000228881836,14.520000457763672
KNSA,50.667627566465505,20.43000030517578,17.18,13.4,12.5,5.239999771118164,21.0
EXEL,50.63124248316969,26.0,19.75,18.42,18.75,14.460000038146973,27.3700008392334
EURN,50.57887361722557,10.460000038146973,10.15,10.7,10.09,7.199241638183594,13.09000015258789
ASND,50.48836274149869,137.50999450683594,122.24,122.25,119.05,91.44999694824219,145.11000061035156
ICLK,50.33007966351938,4.739999771118164,4.56,3.78,3.64,2.9100000858306885,5.179999828338623
KMDA,50.29234271935579,7.480000019073486,6.19,6.25,6.04,4.559999942779541,7.699999809265137
CHWY,50.22615683397183,39.40999984741211,35.92,29.95,30.13,22.1299991607666,46.18000030517578
BCYC,50.222980841822704,14.260000228881836,13.91,11.46,10.75,6.736000061035156,18.0
GCAP,50.17195078079918,6.400000095367432,5.82,4.62,4.62,3.3471789360046387,6.650000095367432
CTSO,50.157052555271385,10.550000190734863,6.97,5.36,5.36,3.609999895095825,10.550000190734863
COR,50.14136557100931,122.88999938964844,112.51,112.86,112.23,92.41739654541016,124.5
FVRR,50.117897799852685,48.810001373291016,31.04,26.4,25.27,17.68000030517578,48.810001373291016
SKYS,50.02325253071759,1.7699999809265137,1.56,1.57,1.5,1.024999976158142,1.9420000314712524
